"Notes"	"Infant Delivery Weight 14"	"Infant Delivery Weight 14 Code"	"Delivery Method"	"Delivery Method Code"	"LMP Gestational Age 10"	"LMP Gestational Age 10 Code"	"Plurality or Multiple Birth"	"Plurality or Multiple Birth Code"	"Standard Residence States"	"Standard Residence States Code"	Fetal Deaths	Percent of Total Deaths
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"West Virginia"	"54"	32	0.01
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Wisconsin"	"55"	158	0.05
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Single"	"1"	"Wyoming"	"56"	16	0.01
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Alabama"	"01"	52	0.02
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Arizona"	"04"	22	0.01
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"California"	"06"	142	0.05
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Colorado"	"08"	12	0.00
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Connecticut"	"09"	18	0.01
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Florida"	"12"	105	0.03
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Georgia"	"13"	73	0.02
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Illinois"	"17"	73	0.02
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Indiana"	"18"	27	0.01
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Kentucky"	"21"	14	0.00
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Louisiana"	"22"	19	0.01
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Maryland"	"24"	24	0.01
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Massachusetts"	"25"	29	0.01
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Michigan"	"26"	43	0.01
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Minnesota"	"27"	28	0.01
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Mississippi"	"28"	42	0.01
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Missouri"	"29"	16	0.01
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"New Jersey"	"34"	84	0.03
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"New York"	"36"	94	0.03
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"North Carolina"	"37"	47	0.02
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Ohio"	"39"	55	0.02
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Oregon"	"41"	10	0.00
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Pennsylvania"	"42"	47	0.02
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"South Carolina"	"45"	12	0.00
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Tennessee"	"47"	35	0.01
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Texas"	"48"	78	0.02
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Utah"	"49"	15	0.00
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Virginia"	"51"	33	0.01
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Washington"	"53"	15	0.00
	"250 - 349 grams"	"02"	"Vaginal"	"1"	"Not Available"	"110"	"Twin"	"2"	"Wisconsin"	"55"	24	0.01
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"20-23 weeks"	"03"	"Single"	"1"	"California"	"06"	26	0.01
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"20-23 weeks"	"03"	"Single"	"1"	"Florida"	"12"	19	0.01
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"20-23 weeks"	"03"	"Single"	"1"	"Georgia"	"13"	11	0.00
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"20-23 weeks"	"03"	"Single"	"1"	"Texas"	"48"	13	0.00
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"24-27 weeks"	"04"	"Single"	"1"	"California"	"06"	20	0.01
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"24-27 weeks"	"04"	"Single"	"1"	"Florida"	"12"	14	0.00
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"24-27 weeks"	"04"	"Single"	"1"	"Texas"	"48"	11	0.00
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Alabama"	"01"	16	0.01
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Arizona"	"04"	10	0.00
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"California"	"06"	35	0.01
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Florida"	"12"	27	0.01
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Georgia"	"13"	17	0.01
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Indiana"	"18"	11	0.00
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Maryland"	"24"	11	0.00
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Mississippi"	"28"	14	0.00
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Missouri"	"29"	10	0.00
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"New Jersey"	"34"	10	0.00
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"New York"	"36"	12	0.00
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Ohio"	"39"	10	0.00
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Tennessee"	"47"	16	0.01
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Single"	"1"	"Texas"	"48"	34	0.01
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Twin"	"2"	"California"	"06"	28	0.01
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Twin"	"2"	"Florida"	"12"	16	0.01
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Twin"	"2"	"Georgia"	"13"	10	0.00
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Twin"	"2"	"Illinois"	"17"	12	0.00
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Twin"	"2"	"New Jersey"	"34"	10	0.00
	"250 - 349 grams"	"02"	"Cesarean"	"2"	"Not Available"	"110"	"Twin"	"2"	"Texas"	"48"	11	0.00
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"20-23 weeks"	"03"	"Single"	"1"	"California"	"06"	29	0.01
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"20-23 weeks"	"03"	"Single"	"1"	"Florida"	"12"	35	0.01
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"20-23 weeks"	"03"	"Single"	"1"	"Georgia"	"13"	56	0.02
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"20-23 weeks"	"03"	"Single"	"1"	"Illinois"	"17"	30	0.01
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"20-23 weeks"	"03"	"Single"	"1"	"Michigan"	"26"	16	0.01
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"20-23 weeks"	"03"	"Single"	"1"	"New York"	"36"	96	0.03
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"20-23 weeks"	"03"	"Single"	"1"	"Ohio"	"39"	17	0.01
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"20-23 weeks"	"03"	"Single"	"1"	"Pennsylvania"	"42"	33	0.01
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"20-23 weeks"	"03"	"Single"	"1"	"Rhode Island"	"44"	18	0.01
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"20-23 weeks"	"03"	"Single"	"1"	"Texas"	"48"	11	0.00
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"20-23 weeks"	"03"	"Single"	"1"	"Virginia"	"51"	21	0.01
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"20-23 weeks"	"03"	"Single"	"1"	"Washington"	"53"	19	0.01
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"20-23 weeks"	"03"	"Twin"	"2"	"New York"	"36"	12	0.00
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"24-27 weeks"	"04"	"Single"	"1"	"New York"	"36"	14	0.00
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"Not Available"	"110"	"Single"	"1"	"California"	"06"	95	0.03
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"Not Available"	"110"	"Single"	"1"	"Florida"	"12"	43	0.01
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"Not Available"	"110"	"Single"	"1"	"Georgia"	"13"	12	0.00
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"Not Available"	"110"	"Single"	"1"	"Illinois"	"17"	14	0.00
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"Not Available"	"110"	"Single"	"1"	"New York"	"36"	74	0.02
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"Not Available"	"110"	"Single"	"1"	"Pennsylvania"	"42"	41	0.01
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"Not Available"	"110"	"Single"	"1"	"Washington"	"53"	20	0.01
	"250 - 349 grams"	"02"	"Not Stated"	"9"	"Not Available"	"110"	"Twin"	"2"	"New York"	"36"	10	0.00
	"250 - 349 grams"	"02"	"Not Reported"	"100"	"20-23 weeks"	"03"	"Single"	"1"	"Hawaii"	"15"	32	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Alabama"	"01"	378	0.12
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Alaska"	"02"	25	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Arizona"	"04"	275	0.09
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Arkansas"	"05"	164	0.05
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"California"	"06"	1737	0.56
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Colorado"	"08"	188	0.06
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Connecticut"	"09"	169	0.05
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Delaware"	"10"	84	0.03
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"District of Columbia"	"11"	107	0.03
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Florida"	"12"	1126	0.36
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Georgia"	"13"	641	0.21
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Idaho"	"16"	60	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Illinois"	"17"	629	0.20
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Indiana"	"18"	274	0.09
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Iowa"	"19"	116	0.04
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Kansas"	"20"	136	0.04
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Kentucky"	"21"	203	0.06
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Louisiana"	"22"	228	0.07
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Maine"	"23"	28	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Maryland"	"24"	474	0.15
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Massachusetts"	"25"	250	0.08
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Michigan"	"26"	417	0.13
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Minnesota"	"27"	196	0.06
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Mississippi"	"28"	350	0.11
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Missouri"	"29"	232	0.07
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Montana"	"30"	35	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Nebraska"	"31"	75	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Nevada"	"32"	179	0.06
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"New Hampshire"	"33"	52	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"New Jersey"	"34"	664	0.21
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"New Mexico"	"35"	27	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"New York"	"36"	1134	0.36
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"North Carolina"	"37"	489	0.16
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"North Dakota"	"38"	23	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Ohio"	"39"	509	0.16
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Oklahoma"	"40"	100	0.03
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Oregon"	"41"	143	0.05
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Pennsylvania"	"42"	553	0.18
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"South Carolina"	"45"	440	0.14
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"South Dakota"	"46"	33	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Tennessee"	"47"	210	0.07
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Texas"	"48"	1462	0.47
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Utah"	"49"	122	0.04
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Vermont"	"50"	13	0.00
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Virginia"	"51"	321	0.10
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Washington"	"53"	277	0.09
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"West Virginia"	"54"	59	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Wisconsin"	"55"	225	0.07
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Single"	"1"	"Wyoming"	"56"	23	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Alabama"	"01"	49	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Arizona"	"04"	26	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Arkansas"	"05"	21	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"California"	"06"	242	0.08
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Colorado"	"08"	25	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Connecticut"	"09"	37	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Florida"	"12"	106	0.03
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Georgia"	"13"	89	0.03
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Illinois"	"17"	96	0.03
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Indiana"	"18"	29	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Kansas"	"20"	17	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Kentucky"	"21"	24	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Louisiana"	"22"	11	0.00
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Maryland"	"24"	58	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Massachusetts"	"25"	40	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Michigan"	"26"	60	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Minnesota"	"27"	24	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Mississippi"	"28"	42	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Missouri"	"29"	25	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Nevada"	"32"	13	0.00
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"New Hampshire"	"33"	10	0.00
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"New Jersey"	"34"	107	0.03
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"New York"	"36"	178	0.06
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"North Carolina"	"37"	70	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Ohio"	"39"	62	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Oregon"	"41"	13	0.00
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Pennsylvania"	"42"	50	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"South Carolina"	"45"	75	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Tennessee"	"47"	30	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Texas"	"48"	162	0.05
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Utah"	"49"	16	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Virginia"	"51"	31	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Washington"	"53"	34	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Twin"	"2"	"Wisconsin"	"55"	36	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Triplet"	"3"	"California"	"06"	34	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Triplet"	"3"	"Illinois"	"17"	14	0.00
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Triplet"	"3"	"New Jersey"	"34"	15	0.00
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Triplet"	"3"	"New York"	"36"	18	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"20-23 weeks"	"03"	"Triplet"	"3"	"Texas"	"48"	11	0.00
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Alabama"	"01"	105	0.03
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Arizona"	"04"	97	0.03
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Arkansas"	"05"	47	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"California"	"06"	535	0.17
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Colorado"	"08"	58	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Connecticut"	"09"	44	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Delaware"	"10"	18	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"District of Columbia"	"11"	23	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Florida"	"12"	313	0.10
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Georgia"	"13"	179	0.06
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Idaho"	"16"	23	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Illinois"	"17"	176	0.06
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Indiana"	"18"	115	0.04
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Iowa"	"19"	28	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Kansas"	"20"	43	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Kentucky"	"21"	70	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Louisiana"	"22"	76	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Maine"	"23"	10	0.00
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Maryland"	"24"	130	0.04
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Massachusetts"	"25"	78	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Michigan"	"26"	118	0.04
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Minnesota"	"27"	54	0.02
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Mississippi"	"28"	93	0.03
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Missouri"	"29"	87	0.03
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Montana"	"30"	15	0.00
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Nebraska"	"31"	26	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Nevada"	"32"	45	0.01
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"New Hampshire"	"33"	11	0.00
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"New Jersey"	"34"	153	0.05
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"New Mexico"	"35"	13	0.00
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"New York"	"36"	214	0.07
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"North Carolina"	"37"	165	0.05
	"350 - 499 grams"	"03"	"Vaginal"	"1"	"24-27 weeks"	"04"	"Single"	"1"	"Ohio"	"39"	171	0.05
